
1076,Client1550,29.759264579708123
3123,Client1016,633.4804090301843
406,Client7481,940.2823022527313
7018,Client247,592.6084833008242
6525,Client7167,563.9564612393195
7420,Client959,98.52602219754036
1323,Client4280,813.8308425215707
5551,Client5477,871.1524779250936
2797,Client4725,562.7874702625293
4709,Client4090,684.600550192841
8651,Client5547,807.2664393423408
7607,Client7939,954.401909672438
5687,Client4728,693.6041875563949
2953,Client4891,651.126040188684
2314,Client7936,518.7782276301085
1700,Client5836,773.8889879708747
2234,Client1871,919.3712299527614
7949,Client4025,594.8836880954777
461,Client7005,145.63264956189016
6148,Client8197,491.12436038012953
910,Client4696,612.1710511370707
319,Client5262,96.98650425157318
3254,Client6495,392.37929725585366
1970,Client4342,168.78680095332965
1513,Client3849,289.21654451336434
6290,Client3360,368.92679583174015
1414,Client78,592.620914909747
5371,Client4081,562.2441964370604
375,Client4170,387.81835537786435
1833,Client976,22.85254868859843
6030,Client5964,948.9233492342721
1415,Client191,535.8930128393347
104,Client4651,802.87727067797
8871,Client819,195.6566357497248
2137,Client5314,960.667319133569
1316,Client6487,443.6420480572884
4990,Client5652,543.1086119538714
4132,Client3491,988.5978421264919
4873,Client716,888.2118628433707
1364,Client7280,807.8498495168185
7822,Client6295,920.532517589799
3954,Client6086,95.37722850308172
573,Client7655,243.52218716727037
2977,Client5615,204.59000915331748
4661,Client1919,859.5667196937544
8608,Client8327,938.931551636613
5452,Client8443,607.8173639246336
8583,Client5259,206.2871472783706
395,Client2455,265.0148337529056
8202,Client8941,49.308898967496795
4009,Client5957,368.5097625479117
1338,Client7372,312.35811404876114
2623,Client3703,80.9072576168931
6430,Client8533,850.0980034259117
2299,Client3263,990.6225935491294
3913,Client3267,635.4311485649985
8538,Client5309,284.71181283256584
5591,Client1754,456.08672300379715
1058,Client2185,672.1919482855513
3344,Client7978,789.1478466417062
801,Client2766,502.6514195261421
3859,Client7438,196.87370824121587
8682,Client4186,171.60452838324892
148,Client3850,974.9169142597059
5476,Client7260,547.81487603302
886,Client4873,125.64168479381298
597,Client1428,386.02840058884215
3791,Client5496,610.8529616323195
7061,Client8452,381.36769233190006
3982,Client1203,379.9470971493794
504,Client1927,221.11413622914878
